"","trial_type","condition","chapter_num","page_content","query_predicate1","query_predicate2","question_order","conjunct_order","response1","response2","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"614","filler","uninterrupted",14,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","same","same",1,1,14478,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"615","filler","uninterrupted",15,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","reverse","same",1,1,34110,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"616","critical","np",16,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in droops and gluers.","build nests in gluers","build nests in droops","same","reverse",0.71,0.75,12368,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"617","filler","uninterrupted",17,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","reverse",1,1,10414,"blins","have hollow bones","fly","Blins","all","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"618","filler","uninterrupted",18,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","same","same",0,0,13023,"feps","eat kazzes","come close to kazzes","Kazzes","none","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"619","critical","np",19,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and trullets.","carry their young in guklags","carry their young in trullets","reverse","same",0.96,1,15122,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"620","filler","uninterrupted",20,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","reverse","reverse",0.69,0.74,11559,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"621","critical","s",21,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Caboo religion and they ascribe to the Daith religion.","ascribe to the Caboo religion","ascribe to the Daith religion","same","same",0.81,0.84,11167,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"622","filler","uninterrupted",22,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","same","same",0,0,37968,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"623","critical","vp",23,"Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with smooth skin and produce fruit with bumpy skin.","produce fruit with bumpy skin","produce fruit with smooth skin","same","reverse",0.62,0.64,12456,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"624","filler","uninterrupted",24,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","same","reverse",0.69,1,17910,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"625","critical","vp",25,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","same","same",0.55,0.54,15867,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","4eb837e530256569dbebf90476f938f6",TRUE,TRUE,FALSE,6,FALSE
"626","filler","uninterrupted",1,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","reverse",0,0,35983,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"627","filler","uninterrupted",2,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","reverse","same",0,0,28646,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"628","critical","np",3,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as fishermen and stup-herders.","are stup-herders","are fishermen","same","reverse",0.5,0.5,39553,"Krens","are stup-herders","are fishermen","Finding food","generic","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"629","filler","uninterrupted",4,"Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands","fly towards the mountains in search of food","reverse","reverse",1,1,19767,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"630","critical","s",5,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on tunkel and the kweps chew on xorfun.","chew on xorfun","chew on tunkel","reverse","reverse",0.5,0.5,32603,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"631","filler","uninterrupted",6,"Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans","live for a very long time","reverse","same",1,1,17784,"supools","live in the oceans","live for a very long time","Supools","all","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"632","filler","uninterrupted",7,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","same",0.75,0.75,23527,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"633","critical","np",8,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in the abandoned burrows of other animals and fallen logs.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","same","reverse",0.5,0.5,21958,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"634","filler","uninterrupted",9,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","same","reverse",1,1,33283,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
"635","critical","vp",10,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and build their nests in droops.","build nests in gluers","build nests in droops","same","same",0.5,0.5,27148,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","ac6c17439d0eaa1e355a58d6b18cf25d",FALSE,FALSE,FALSE,7,FALSE
