"","trial_type","condition","page_content","query_predicate","response","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"693","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.76,8495,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"694","critical","np","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and the northern continent of Este.","live on the continent of Caro",0.61,18983,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"695","filler","uninterrupted","Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year",0.7,9135,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"696","critical","np","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and the abandoned burrows of other animals.","hibernate in fallen logs",0.83,8559,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"697","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",0.58,8583,"wopis","live in the desert","are very hard to find","Wopis","all","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"698","critical","vp","Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-4"">go</i> hunting, the kweps chew on xorfun and chew on tunkel.","chew on xorfun",0.77,8439,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"699","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0.77,8608,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"700","critical","s","Isooms are tree-like plants that are found in hilly regions. Their fruit is edible, and the aliens often  cultivate isooms for food. Isooms produce fruit with bumpy skin  and isooms produce fruit with smooth skin.","produce fruit with bumpy skin",0.81,8793,"isooms","produce fruit with bumpy skin","produce fruit with smooth skin","Isooms","generic","2607cdd53c86dfa858102b97eef02bab",TRUE,FALSE,FALSE,6,FALSE
"701","filler","uninterrupted","Yomis are small insect-like creatures. They all live in the  borderland woodlands. They all fly towards the mountains in search of food, but they need to be careful  of their natural predators, turmens.","live in the borderland woodlands",0.6,10085,"yomis","live in the borderland woodlands","fly towards the mountains in search of food","Yomis","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"702","filler","uninterrupted","Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",0.68,97456,"supools","live in the oceans","live for a very long time","Supools","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"703","critical","pp","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and at the bottom of deep canyons.","have territories at the tops of tall mountains",0.72,23695,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"704","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.76,50461,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"705","critical","vp","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and live on the northern continent of Este.","live on the continent of Caro",0.68,12823,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"706","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0.72,12623,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"707","critical","np","Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and fishermen.","are stup-herders",0.38,8679,"Krens","are stup-herders","are fishermen","Finding food","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"708","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",0.75,9711,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"709","critical","vp","The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and flood their fields to plant soroneeks.","flood their fields to plant fujusi",0.73,16969,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"710","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.41,10200,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"711","critical","pp","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and in droops.","build nests in gluers",0.54,14438,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"712","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",0.74,8127,"blins","have hollow bones","fly","Blins","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"713","critical","vp","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.42,9999,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"714","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",0.72,43091,"wopis","live in the desert","are very hard to find","Wopis","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"715","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon",0.52,10047,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"716","critical","s","The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild  and basket weavers are part of the Farza guild.","are part of the Tinno guild",0.63,27223,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"717","filler","uninterrupted","Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town",0.57,8351,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
"718","critical","pp","Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and in trullets.","carry their young in guklags",0.8,16751,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","89b1607270f1c539f8e372967b779c24",FALSE,TRUE,TRUE,8,FALSE
